text_id,processed_tex,domain_score,domain_rating,domain_sentiment,words_matched,num_human_raters,avg_human_rating,mad_human_rating,avg_ai_rating,human_rate_first,ai_rate_first,human_ai_diff,game_id,date_dt,round,wk,day,time,season,manager,manager_id,team,team_id,home_team,home_id,away_team,away_id,opp,opp_id,stadium,home,home_score,away_score,xhome,xaway,xscore,team_goal,other_team_goal,goal_diff,team_xg,other_team_xg,xg_diff,goal_xg_diff,win,draw,men,attend,ref
18,"It was a game of very few chances for both sides. We had that big chance right by the end of the 90-minute period and that was our moment to win the game. We didn't take our chance, TEAM took their chance, each team had one big chance and there was not much in it. It was quite a poor game to be honest.
You always feel disappointment but I can’t ask any more from my players. They gave everything they could give.
If we score with a few minutes to go with PLAYER who maybe squares it to PLAYER, would I be asked the same question?
In a game of few chances, they took theirs when we could have had two or three opportunities to clear the ball in the last part. Of course a punishing schedule doesn't help but we grew in the game and we were better in the second half.
Of course it is tough on the players physically but we’re TEAM, we don't make excuses like that.
Going forward, we didn't use the ball well enough in the first half, that was our biggest problem. They locked us off to play down the right, we didn’t switch it enough, we didn't take care of the ball in the right ways. In the second half we had better control of the play and it was us more counter-attacking.
I don't think we need to make a massive story out of it, the problem is people are going to. I just want to say congratulations to TEAM.",0.575,1,Mildly positive,4,4,-0.5,0.5,-0.5,-1,-1,0,113,31/03/2024,NA,NA,NA,NA,2023/2024,emma hayes,1,chelsea,32,arsenal,5,chelsea,32,arsenal,5,molineux,0,1,0,NA,NA,NA,0,1,-1,0,0,0,-1,0,0,0,NA,NA
19,"It was a game we dominated, but you can’t give two goals so earlier in the game against top-level opponents. The first was a mistake in the first minute and the second was from a throw-in. TEAM had four entries into our box in the first half, we had 42 entries into the box.
As a team, we have to do better with that and we gave ourselves a lot to do as a result of it. TEAM changed their game plan, they sat a little bit deeper because of it, we dominated the ball, but it was our turn to be on the receiving end of big referee calls today in the box.
That happens and I want to say congratulations to TEAM. Their fans and their players put up a great fight and PLAYER produced world-class saves.
Granted there were two clear penalties in that spell. I just can’t see how the officials can’t give those. We had VAR in a cup final and to help our officials we have to have technology in our games. PLAYER said to me at the end, how did they not think it was a penalty.
To be fair, we have played at STADIUM and STADIUM and arguably TEAM could have had theirs [a penalty]. It is not about the impact it has on us, it is about across the board. We have to have technology.
We have to go home, turnaround, and play again on Wednesday so we don’t get a choice. We have to get over this.",0,0,Neutral,0,7,-0.714285714,0.897959184,0.428571429,0,1,-1.142857143,41,14/04/2024,NA,NA,NA,NA,2023/2024,emma hayes,1,chelsea,32,manchester utd,70,chelsea,32,manchester utd,70,leigh sports village,0,2,1,NA,NA,NA,1,2,-1,0,0,0,-1,0,0,0,NA,NA
4,"Good. Warm. Warmer I think than down the line. Hopefully it stays just as one time.
The moment the ball is over the top, you are not nervous, but the moment you see two players colliding into each other then you always wonder what the decision might be and in real life, I thought PLAYER could have made a different choice. But then I saw it back and I felt PLAYER just used his arm. For me, it wasn't a foul, but you never know refereeing decisions, do you?
PLAYER already had a good impact in the game at the weekend against TEAM, so it was good to see PLAYER is able to play 90 for PLAYER today and even score a goal. Started PLAYER off on the right, I felt PLAYER almost got a bit bored and didn't touch the ball a lot, so after 15-20 minutes we changed PLAYER’s [position] and were playing PLAYER in the midfield. We know PLAYER is a better midfielder than a winger, but we had to do it like this. So that was pleasing to see.
I think this club is known for this. I heard the fans singing for PLAYER, I don't know exactly what they sing, but it probably has to do with PLAYER coming from the Academy as well. We have already a few starters from our Academy and to see these players that train with us on a daily basis, we know their quality, so it's nice to see that they show [it] that they can easily play at this level.
The thing for them is, it's not about easily playing at this level, but you have to compete with PLAYER, PLAYER and all these kind of players. It's not enough to be good enough to play at this level, you have to be good enough to play for TEAM and that is probably the next step they have to make. But they've showed today that these players are capable of playing at a high level, that's for sure.
I don't know if we saw it the same, but I think what I saw is what you can expect. If a player is out for five or six months you cannot expect [too much]. I saw ups and downs. I saw some really good moments and I saw some moments where I felt like, 'OK, you can do better than this.' For me, that's completely normal if a player has been out for so long and plays their first game in five or six months.
I already said before that it makes it so difficult for me because normally in the pre-season a player gets three, four or five games especially and then PLAYER's only out for four or five weeks. Instead, PLAYER was out for so long, so to get PLAYER back to PLAYER’s best level is not easy, but it was good to see that PLAYER showed some quality already today. But it's the same for PLAYER like the youngsters, it's not enough to play at this level, you have to compete with PLAYER, PLAYER, PLAYER, PLAYER and PLAYER. But it's good to see that PLAYER's back and that PLAYER had a few good moments in the game.
It would be normal if I play with all the regular starters that we have a better team than we have tonight otherwise I make every week the wrong decision. Maybe it's a possibility! We also trust these players because we know how much quality they have. So, that's the first reason to play these players. We have a lot of confidence in them as well.
Second of all, it's not about the result on Sunday, it's more for the long-term fitness of the players that we made the decision that the ones who have played so many minutes to give them a bit of rest during this week, because the schedule is going to be intense again in the upcoming weeks. For the ones who have played a lot, only 45 or 60 minutes, and the ones who haven't played a lot play 90. That's what we did, and it was good for us that it was enough to win it.""",1.44,2,Strongly positive,5,5,0.6,0.64,0.6,1,1,0,61,18/12/2024,NA,NA,NA,NA,2024/2025,arne slot,10,liverpool,64,southampton,103,liverpool,64,southampton,103,st. mary's,0,1,2,0.38,2.36,0.38-2.36,2,1,1,2.36,0.38,1.98,-0.98,1,0,1,NA,NA
12,"Yes, of course I had doubts about that because before we scored it felt as if I was looking at the same game again and again and again and in the same pattern. I said it already a few times in other interviews that against TEAM everybody was focused on the PLAYER chance but [in] the seven minutes before we had three open chances. So many times in recent weeks – against TEAM as well – we missed a lot of chances, against TEAM we missed a lot. So, it would have been a bit surprising if I felt, 'OK, after all these chances missed today, we will probably score in the last five minutes.' But the players proved me wrong again.
[A reporter] asked me similar things before the game about PLAYER and I didn't agree then that PLAYER's not having a good season. I think PLAYER's having a good season, where PLAYER scores goals, works very hard for the team, assists. But PLAYER's in competition with a lot of good players, so that's why PLAYER's not every single game on the pitch. But I'm very happy with PLAYER – not only because PLAYER scored today but that, of course, helps – but I'm very happy with the other performances as well.
The first one was a long build-up, the second one was a counter-attack. PLAYER can, of course, score PLAYER’s goals against a low block because PLAYER's a striker and a threat in crosses as well. Immediately after PLAYER came on, PLAYER had quite a good chance when R PLAYER crossed it in. But if it's about strikers or if it's about the team, if we would not have scored today in the last five minutes then the headlines would have been different and no-one would have told you [about] 37 shots on [goal]. What a display. How many teams were able against TEAM to have 37 shots on [goal] during a game? And now because of us scoring two, there is probably a bit of emphasis on that fact as well.
So, this is the industry we work in. As a manager, the team, the players, we all accept this and we all understand that there is a lot of focus on if it doesn't go well and not as much on the fact if you have a great performance. We are in an industry where it's about winning and losing – and not about if you play beautiful football. People only enjoy good football, beautiful football if you win. And otherwise, there's no focus at all on the performance.
Again, you are talking about the result. I focus on my own team, so let's not focus on the teams we faced. But if you look at the amount of chances created and I think you are all a bit aware of xG, do me a favour and look back at our TEAM game and see what the xG of both teams was, and do this against TEAM and do this today. Then you will probably see that nothing has changed with us between now and the first half of the season.
What you do see is that at this moment of time it's harder for us to convert our chances into goals – that's not only up to us, that's also because teams throw themselves in front of every ball every time we get a chance, so many of the other teams try to prevent us from scoring because all of them are in a low block. So, I have a different opinion than you about our current performances but we have the same opinion about our results.
Because we are in an industry that's only talking about the results... as a manager I told the players during this week again I couldn't have asked for more in the TEAM game – only one counter-attack conceded and so many chances created against a team that hardly ever concedes any chance at all in their games. TEAM has never faced this season, I am 99.9 per cent sure, 37 shots in a game, so what can I ask more of our players?
I saw today TEAM were more of a threat on the counter-attack than TEAM were, let that be clear, but that has also to do with a lot of credit you have to give to TEAM because I saw their game on Tuesday where it was a completely equal game, both teams had numerous chances and they came back after 2-0 behind [against TEAM]. We knew how hard it was to play here, we knew how hard it is to play at TEAM and we knew how difficult it is to play against such a low block, as TEAM played against us and later on against TEAM. [The] second [half] of the season, [it] is always more difficult to win but I cannot ask for more from these players, they give everything they have.
A lot, that's clear, because I think today also you saw more than in the TEAM game… I think if I would have been the manager of TEAM I would have told you there were moments for us to win the game, because there were moments for them to win the game. Most of those moments were defended really well by PLAYER and PLAYER, they went in a one-v-one against them in a counter-attack, but we pushed them wide really well, which helped PLAYER to save those shots. I emphasised on that in the pre-match meeting, PLAYER likes it on PLAYER’s left and scores a lot by going inside. Of course, one of the reasons we're so high in the league table is because we have two and four very good centre-backs.
I was [delighted by PLAYER’s performance when PLAYER came on] and I'm happy we give you a chance to ask another question! All the other interviews, there was a lot of focus on PLAYER because PLAYER scored two goals and every time I said, 'Yeah, but don't forget PLAYER – PLAYER had a big impact on both goals as well.' It's so nice for me, for us as a team, that I have players that can impact the game on the bench as well. This happened at TEAM with PLAYER and PLAYER and today with PLAYER and with PLAYER.
If you only focus on results again, if you also focus on performance – which I do – I also liked PLAYER and PLAYER when they came in and PLAYER was only [on] for five minutes, so you can't say a lot about that. But it's nice to have so many opportunities on the bench, that's why they have to stay available, they have to stay fit, because one of the strengths of the team is not only four good centre-backs but definitely also players that can impact the game from the bench.",1.19375,2,Strongly positive,16,6,0.666666667,1.111111111,1.5,1,2,-0.833333333,58,18/01/2025,NA,22,sat,15:00 (16:00),2024/2025,arne slot,10,liverpool,64,brentford,22,liverpool,64,brentford,22,gtech community,0,0,2,1.2,4.16,1.2-4.16,2,0,2,4.16,1.2,2.96,-0.96,1,0,1,17215,andy madley
20,"If the result is the result, I can take it, I genuinely can. It’s just really tough to take this one – not because it’s a semi-final and a sell-out – but because PLAYER has been shown a second yellow for a challenge that wasn’t even a foul.
I looked at the fourth official and said surely that will be checked. REFEREE said it can’t because it's a yellow card. The toughest thing to take is that there is nothing you can do when such a decision happens.
It’s already hard enough because they are a top team and when that’s taken out of your hands, it's such a tough one for the players.
I’m gutted for them. I genuinely believe we were on top of the game. We had hit the post and I felt the momentum going in our direction, but we didn’t have the chance to experience that.
The crowd were fantastic, they really were, they drove the team on, particularly in the second half. I felt their energy and I felt the momentum in the game changing [before the red card] with their help.
I hope they return in the future because there are many people here who have put a lot of effort into today. For me, the most important thing is that they keep coming back because, hopefully, we will keep being in these positions in the future.",0,0,Neutral,0,2,-0.85,0.15,-0.5,-0.7,0,-0.35,97,27/04/2024,semi-finals,NA,sat,17:30 (18:30),2023/2024,emma hayes,1,chelsea,32,chelsea,32,barcelona,12,barcelona,12,stamford bridge,1,0,2,0.7,1.8,0.7-1.8,0,2,-2,0.7,1.8,-1.1,-0.9,0,0,0,39398,iuliana demetrescu
45,"The result might be massive towards the back end of the season.
We caused TEAM problems in terms of some great crossing chances that we think we really should have put in the net. But, again, we're creating the chances, so that's important for us.
The reaction after conceding the goal for us, for the whole group, I think was fantastic.
They gave it their all as well and credit to them, they stuck at it right to the end.
I thought the last 10-15 minutes were fantastic, I don't think either team wanted the game to end.
We actually worked on that in a week, so that’s nice to turn that over.
But I think as far as our experience goes, we've never really been in that position before. It’s a learning curve.
It was great to see PLAYER put the armband on.
I thought PLAYER was great today. On the ball, PLAYER distribution was very good.
We've got to get points. Every game is a challenge for us but as ever, I’ll never write this side off.",1,2,Strongly positive,2,4,0.75,1.375,1.75,2,2,-1,29,10/11/2024,NA,7,sun,14:00 (15:00),2024/2025,laura kaminski,9,crystal palace,35,crystal palace,35,everton,41,everton,41,vbs community,1,1,1,1.8,0.9,1.8-0.9,1,1,0,1.8,0.9,0.9,-0.9,0,1,0,502,kirsty dowle
103,"Most important was to do the business that we needed to do. We come away with a good performance, good result. We come back in the middle of the night. We have one day to recharge for the players, then one training, and then we travel to TEAM. So it's been very intense. It's an intense block. 
The last block was very intense as well. So I mean, it's not our best performance, but looking at putting it into perspective and looking at where we've come from, the most important thing we did that.
I'm very happy with that. And again, our defensive solidity set us up today again. So I'm very happy with the result. 
We can only control what we can control. So we did what we needed to do today and obviously, I saw the TEAM and TEAM results as well. I'm happy we are getting closer, but there's still no control from our side on what they do. We need to keep on looking at ourselves and keep on improving.
I'm very happy for PLAYER. PLAYER works really hard, but I want to give credit to the rest of the team as well because we all work really hard to set up good situations in front of goal. We do that together - 11 players. So yes, PLAYER is really good at the moment, and getting on the end of it, but I credit the whole team because we do it together.
It's so important. We get the backing of the fans. I think 1,500 travelling fans in CITY today. We had 1,000 in COUNTRY in the middle of the week. So they will always be here in good times and when we go through harder times. It's just so good to always feel the support.",1.5,2,Strongly positive,4,3,1.333333333,0.444444444,1,1,1,0.333333333,50,15/12/2024,NA,10,sun,14:30 (15:30),2024/2025,renÃ£Â©e slegers,7,arsenal,5,liverpool,63,arsenal,5,liverpool,63,totally wicked,0,0,1,0.2,2.1,0.2-2.1,1,0,1,2.1,0.2,1.9,-0.9,1,0,0,5786,melissa burgin
117,"We were expecting a tough game against TEAM, who don't concede a lot of goals in the league and they have good defensive organisation, so it's good in terms of result, but we didn't play our best football.
In build-up phases and creation phases, we were not able to keep the ball and I would like my team to be able to hold the ball more than we did today. We created a lot of chances again but were not clinical or efficient enough.
When you don't do more in this type of game, you just leave the door a little bit open for the opposition. I think this is what happened today. But, we were able to finish, and a little bit of luck at the end when PLAYER hit the crossbar. We worked hard as a team to make sure the result.
In the build-up phases and creation phases, we were not patient enough.
Sometimes, we gave the ball away too much in this game. I don't want to find excuses, but the wind today was part of our performance. It's the worst element in football to have this windy weather. It didn't help, but it was the same for both teams, but, especially, when you have a team who wants to create and have possession of the ball.
We still need to progress. The good point is we are winning games and getting lots of points, but we can still make a lot of improvements, especially when we are in possession of the ball - being able to hold the ball under pressure.
This is something we have been working on and we want to work really hard to make sure for the next games that we will be able to do a better job.
I have the experience in being a player and now a manager. I worked in an environment before where the club had won a lot of titles, so I think one of my strengths is being able to observe and see how I need to manage my group and squad.
At TEAM, the players don't get overconfident. They just have the right mentality. They want to work hard. I'm happy with their mentality. If it's the case with some individuals, then I would talk to them and tell them how we achieve our goals.
PLAYER's able to play in different positions. PLAYER’s playing as a full-back on the left side is something really good because PLAYER's really technical. PLAYER's able to hold the ball under pressure and when PLAYER starts lower on the pitch, has the speed to go dribbling one-v-one.",0.525,1,Mildly positive,4,5,-0.6,0.88,0.4,-1,1,-1,82,24/11/2024,NA,3,sun,12:00 (13:00),2024/2025,sonia bompastor,5,chelsea,32,chelsea,32,manchester utd,70,manchester utd,70,kingsmedow,1,1,0,2.1,0.2,2.1-0.2,1,0,1,2.1,0.2,1.9,-0.9,1,0,0,4264,emily heaslip
13,"I am used to [it] from these players, what maybe today asked a bit more from them [is] that they had to be patient because the reason why TEAM has done so well - 21 games unbeaten and the teams they've beaten in the league - is, without any disrespect at all, they don't have the best players in the world, they have very good players, but they don't have the best players in the world and then to be able to do so well tells you how disciplined they are, how hard they want to work and how well the manager does over there.
We were not starting to force [anything] because they are really compact and defended really well. We didn't force a pass; we just kept the ball for as long as we could. The only thing I wasn't happy about is that not for the first time in recent weeks it was one chance for the other team and a goal, but that's maybe a phase of the season we are in at the moment.
Very pleased. Where I put everything down to first of all [is] the quality of the players, and second of all these quality players have an incredible work-rate. If you combine those two things, it's very difficult to score against the team. Apart from that, there were also games, I think when I look back at TEAM, for example, they created quite a few chances. PLAYER was fantastic back then. The nice thing for me is that we keep clean sheets not by defending a lot, we keep clean sheets by attacking a lot. That makes it even nicer than if we were all the time in a low block kicking every ball away and don't take any risks in build-up and then keep a clean sheet. It's still nice. But I prefer it like this, and I think the fans prefer it like this as well.",1.271428571,2,Strongly positive,7,8,1.2875,0.534375,1.55,2,2,-0.2625,71,21/01/2025,league phase,7,tue,20:00 (21:00),2024/2025,arne slot,10,liverpool,64,liverpool,64,lille,62,lille,62,anfield,1,2,1,2.36,0.53,2.36-0.53,2,1,1,2.36,0.53,1.83,-0.83,1,0,1,59782,felix zwayer
3,"I think it is exactly the opposite from the TEAM game, where I was pleased with the result but not with the performance. I was only pleased with the result. Now I am very, very, very happy about the performance [today]. I couldn't have asked for more, but of course not with the result that is definitely not what you expect or what you want. Being two times a goal down, so many things go against you except for one thing and that is our players and our fans, who were outstanding today.
I think what the team showed today, the character they showed, that's also what PLAYER showed. Sometimes if you get a kick like this, two studs on a knee, that can hurt for a few minutes. Then, if you just keep on running, it gets better and better and that's what we were hoping for. Not least because I only had one defender on the bench, who was not a left full-back as well. So, we were hoping PLAYER was managing to come through it and I think PLAYER did quite well, but the moment I noticed PLAYER wasn't completely themselves was the one time they put the ball in behind and PLAYER started running. PLAYER was just able to head it back to PLAYER, but I thought, 'OK, let's see how this continues' and I think it was quite quickly afterwards where PLAYER conceded the red card. Nothing to blame on PLAYER, [it was] character that PLAYER wanted to continue because PLAYER got quite a hard knock on PLAYER’s knee with two studs. Unfortunately it led to a red card that was a deserved red card.
Impressed, like everyone who was in the stadium or saw the game. PLAYER did outstanding again today. Without the ball, PLAYER was mostly in our last line, had to play sometimes against a nine, against wingers who are really fast. And with the ball, he came into the midfield. An outstanding performance. But if we only highlight PLAYER, I don't think I give enough credit to all the other ones that played next to PLAYER and around PLAYER. I couldn't have asked for more. Dominated the game, more ball possession with 10 PLAYERS, more chances created – everything what you want. Unfortunately for us, maybe the only chance they got with [us having] 10 PLAYERS led to a goal – that sometimes happens as well.
No, because you never know which player is going to go out and which team you've lined up. It always depends on the players you have available, how you are going to react to that. Are you one goal down, are you one goal up? So, that makes a difference. If you are one goal up, you might consider to defend with a lot of players, so then I might have considered to bring immediately a defender in. But if you are one goal down, you see differently. So first you take a look at the tactic board and you think, 'This might be a good option.' That's what we did for five minutes. But then looking at it, it looked better on a tactic board than on the pitch with PLAYER being a left-back!
So, we changed that after five minutes and our message cut across I think even better at half-time, where you can tell them even more clearer what we expect from them. And then it helps if you immediately score the 1-1. What doesn't help – we had great momentum – [was] that the game was again delayed for three, four or five minutes immediately after we scored the goal because they were on the ground and that happened a bit too much for us to keep the momentum going. Everybody is saying, 'Yeah, you've played quite a lot of time.' That's true, but the momentum is then like this if every time there's a treatment for an injury.
First of all, we are delighted to have some players back because we've had our injuries. The good thing is that nobody spoke about it because that means you get results. But to have them available at this moment of time was really helpful. There are two journalists over here, so they were not surprised by the substitutions I made and maybe you as well weren't. We just thought [to] bring all the players in that can score a goal. And then to see them working so hard without the ball... so we had five or six players who were mainly offensive players but with 10 to keep the other team away from goal and still create chances was great to see. And, indeed, PLAYER and PLAYER had an impact but PLAYER had an impact as well, being out for two months now – it's good to have PLAYER back also.""",0.835714286,2,Strongly positive,14,4,1.75,0.375,0.5,2,-1,1.25,45,14/12/2024,NA,16,sat,15:00 (16:00),2024/2025,arne slot,10,liverpool,64,liverpool,64,fulham,45,fulham,45,anfield,1,2,2,2.1,1.29,2.1-1.29,2,2,0,2.1,1.29,0.81,-0.81,0,1,1,60333,tony harrington
99,"Yes definitely, I’m very happy with the performance and the way the team wanted to attack the game, we really do, we really showed that on the pitch. Sometimes it's easy to have words and plans but then actually putting it into action. I think we did really, really well today, so I’m happy about the performance, there are always things we can do better. I think we dominated big parts of the game, especially the start of the second half, we had strong momentum. 
Obviously, when you have momentum over such a big period of time against tough opposition, it would be really good to continue because you always know you’re going to get a chance or two and that’s what they did, they brought on some players, they were good at set pieces as well.
We’re obviously going to review and make sure that’s part of the training week ahead of the next game, so that’s all we can do. I know the players are very motivated.
That’s an area of our game that we’ve said we can develop and that’s part of the plan for the block and it was part of the plan for this game to be ruthless in the box and I think we did that really well, defending our box.",1.5,2,Strongly positive,2,6,1.933333333,0.111111111,1.583333333,1.6,1.5,0.35,6,03/11/2024,NA,6,sun,12:30 (13:30),2024/2025,renÃ£Â©e slegers,7,arsenal,5,manchester utd,70,arsenal,5,manchester utd,70,leigh sports village,0,1,1,1.1,1.9,1.1-1.9,1,1,0,1.9,1.1,0.8,-0.8,0,0,0,8348,kirsty dowle
29,"Yes, there is some frustration, especially for the way we conceded the goal at the end, it’s a bad feeling.
I think the first 15 or 20 minutes of the second half was the part I didn’t like, because we conceded too many transitions and we knew they are a team building from transitions, with PLAYER, PLAYER, PLAYER and PLAYER.
In the first half I felt we controlled that very good, we scored and created chances, then in the second half I think we gave them too much energy in the first 15 or 20 minutes. Even when they’d equalised we had some good chances, with PLAYER and PLAYER, but it was a shame.
For sure we can manage the game better because, as I said, we knew that they are very good in transition, it is difficult to find a team like them with so many players that can run a lot. I think in the first half we controlled that well. In the first 15 or 20 minutes of the second half, we didn’t control that.
It’s a game that for me, before you attack you need to give passes, passes, passes, because that makes us close together, and in the moment that we lose the ball we can be aggressive. But if we want to attack with one or two passes, then we are stretched, we are open, and they can hurt us. But it’s a lesson that we can learn.
TEAM are a team that if you want to attack quick, then they will attack quick, and it becomes a basketball game. That’s not for us, we need to control it better.
If there was something I didn’t like, for sure it was the result, but the other thing is that at some moments we could manage the game much better. For sure one of the things we could have done better was the game management, but also I think we did many good things.",-0.52,-1,Mildly negative,5,3,-0.666666667,0.444444444,0,-1,0,-0.666666667,93,26/12/2024,NA,18,thu,15:00 (16:00),2024/2025,enzo maresca,6,chelsea,33,chelsea,33,fulham,45,fulham,45,stamford bridge,1,1,2,1.56,1.78,1.56-1.78,1,2,-1,1.56,1.78,-0.22,-0.78,0,0,1,39687,samuel barrott
40,"It was a hard day for us and for our fans too. 
That's why we have to say first of all sorry for our fans. We are very disappointed today and we have to use these hard moments to push forward and to look forward to the next challenge.
We know that, even if you are showing control [in the early part of the match], you have to avoid the counter-attack, you have to defend the crosses better.
We had a very clear chance to match before the red card. 
It was a key minute because we were not able to equalise and then straight away it’s a red card. Before the half-time break we were thinking about any changes and looking forward to the second half.
At the start of the second half we were able to have three or four corners, waiting for our moment to level the match. 
We can and we have to do much better. 
You can prepare the team but the players have to take the right decisions and we have to play with eleven men. 
It's one of the situations we can avoid because there was no danger of this. We had a lot of players in our box.
It is a big advantage for the opponent above all because there is a lot of time in front of you. It was a bad moment for us and a very good moment for them because they wanted to damage us on the counter-attack.
That's why in the second half we tried to wait a moment.. I repeat that today is a hard night for us.
We have to look forward to the next challenge against TEAM and try to use this moment to remind us and push us up. 
Hopefully we can get everybody back together and regroup. I think that we need to have this kind of environment against TEAM at home. It's going to be hard but for sure it's going to be important for us.
We have to be ready to prepare for this match this week and to think that there are a lot of points in front of us. But if we want to achieve good things we have to compete better. We have to be more consistent.
It's about being able to compete always.",-1.8,-2,Strongly negative,1,8,-1.625,0.46875,-1.375,-1,-2,-0.25,5,02/11/2024,NA,10,sat,15:00 (16:00),2024/2025,julen lopetegui,4,west ham,117,nott'ham forest,77,west ham,117,nott'ham forest,77,the city ground,0,3,0,2.35,0.13,2.35-0.13,0,3,-3,0.13,2.35,-2.22,-0.78,0,0,1,30112,peter bankes
107,"Yeah, when you have this kind of moments, especially in the big clubs, it’s really hard to turn things around, especially when you don’t have a lot of time to train the basics to cope with the difficult moments. We have to acknowledge our position, the way you see the league, everybody can win [against] everybody. So we have to win games and to focus on surviving.
PLAYER wants to be [there] and then PLAYER returns in the second half. It was a very difficult moment and PLAYER’s a human being, but then PLAYER felt the support of the fans in the end, so everything is okay.
It’s really hard, I think it’s really hard on everybody and you feel it on the pitch. I think we show some improvements in the first games, especially against TEAM and TEAM, even in TEAM the first moment, but we are losing that because of the lack of training and the lack of belief after so many losses. Some difficult moments when you suffer some goals in the beginning of the games and then it’s really hard during all the games. So it’s a really tough moment for everybody and I think the players losing everything, the small things that we try to work on in training, after one goal, they lose everything because they don’t have the base, we don’t have time to build the base to cope with the difficult moments. So it’s really hard in this moment.
Yeah, it’s also my fault in this moment because I think the team know it’s not improved. I think it’s a little bit lost in this moment, so it’s a little bit embarrassing to be TEAM coach and to lose a lot of games. But we have to cope with that, difficult moments in the life of everybody. So it’s a hard moment.
It’s like playing with three it's, more or less, the same thing of playing with four. We can change the characteristics, if you play with PLAYER on the wing, it could be a little bit different. We have some games that we press in 4-4-2. So I don’t see it that way. Of course, the players are not… I didn’t choose the players specifically for that position, but that I already knew, but I have to sell my idea, if I’m going to change all the time, it’s going to be even worse. But I understand that they have a lot of difficulties because they spend two years playing one way and then they are playing another. And with a lot of losses, it’s really tough on them and you can feel it during the games. Even today, when we try to score and we are near to score, it’s more from them than the organisation. You can feel it, I can feel it. But I have to sell my idea, I don’t have another one.
If I change the system completely, I don’t know if I’m near to win. If I do that and continue to lose, then it’s worst. You don’t know, I don’t know, and I see the game in a different way. It doesn’t matter if you are three, with five, or with four. If you know the basics and if you can train that idea, I see the game in this way. So I understand what you’re saying but if I know, for sure, that changing everything is going to get us near to win games, I will do it.
When you have a change of coach, especially in this type of club, it’s because they are not winning and they play specifically in the system they were bought for and choose perfectly for that system. So, in that moment, with the idea with two years working in pre-seasons, they were losing. So I’m going to change for that system that I don’t believe to change things to win games? It doesn’t make sense. So I can understand your ideas. For me, it’s more simple than that. What I think is that, of course, if I think the players with right profile for each position, it will be different, but I have to start now this moment because this team was already in problems. So I have to teach what I know and that is my focus and I believe in that.
We don’t have that possibility, if we don’t take [sell]] some players. So you know the situation better than I am. So it’s not the case that I am arriving here and I can spend a lot of money changing all the team. You know the situation, so it’s not a point to talk about it.
I think about the team, you think a lot about PLAYER. I think about the team. I am not making a point, I just want to win the games. And you can feel it, I am talking about the idea and the fight for relegation. I want to make a point during the game? No, I just want to win the game.
I am responsible, I don’t like to arrive here and make excuses. I think people are tired of excuses in this club. Sometimes, I talk about relegation because of that. I think our club needs a shock, it needs a shock, and we have to understand that. It’s a very difficult moment and we have to fight for the next game and to implement the idea to win games and also to have the performance, because I think we are losing some things from the last games.
I just want to win games. I never watch a coach winning games by not protecting the players. So what I have to say to the players, I say in the dressing room. In here, I’m responsible, and we will have to prepare the next game, try to win, we need desperately to win.",0.873333333,2,Strongly positive,15,6,-1.333333333,0.444444444,-1.166666667,-1,-2,-0.166666667,112,30/12/2024,NA,19,mon,20:00 (21:00),2024/2025,ruben amorim,11,manchester utd,71,manchester utd,71,newcastle utd,76,newcastle utd,76,old trafford,1,0,2,1,2.24,1.0-2.24,0,2,-2,1,2.24,-1.24,-0.76,0,0,1,73809,simon hooper
